Store Name,Store Location,Address,City,State,Zip Code,Latitude,Longitude,County
Nampa,NEC Midland Rd & Karcher Rd,16300 N Market Place Blvd,Nampa,ID,83687-7910,43.6096559,-116.5889185,Canyon County
Southfield,SWC Southfield Rd & W 13 Mile Rd,30333 Southfield Rd,Southfield,MI,48076-1352,42.5132113,-83.2255467,Oakland County
Pier Park,SWC US 98 & Powell Adams Rd,15555 Starfish St,Panama City Beach,FL,32413-2457,30.2191684,-85.8680601,Bay County
Boynton Beach SE,NEC Congress Ave & Old Boynton Rd,650 N Congress Ave,Boynton Beach,FL,33426-3445,26.5336858,-80.0878451,Palm Beach County
Irondequoit,NEC Rt 104 & N Goodman St,500 Medley Centre Pkwy,Rochester,NY,14622-2466,43.1974613,-77.5744879,Monroe County
Brooklyn Junction,SWC Flatbush Ave & Avenue H,1598 Flatbush Ave,Brooklyn,NY,11210-3036,40.6314381,-73.9466364,Kings County
Windsor,NWC I-91 & Kennedy Rd,1075 Kennedy Rd,Windsor,CT,06095-1308,41.8906238,-72.6522405,Hartford County
Lincoln,SEC Ferrari Ranch Rd & Joiner Pkwy,950 Groveland Ln,Lincoln,CA,95648-8041,38.8702039,-121.3041859,Placer County
El Paso Far East,SEC Joe Battle Blvd & Montwood Dr,1874 Joe Battle Blvd,El Paso,TX,79936-0962,31.7586969,-106.2647631,El Paso County
Ft Wayne Glenbrook,NWC Coldwater Rd & Clinton St,3801 Coldwater Rd,Fort Wayne,IN,46805-1101,41.1116739,-85.1387944,Allen County
Longmont,NWC Nelson Rd & Hover St,551 S Hover Rd,Longmont,CO,80501-7920,40.1534003,-105.1342504,Boulder County
Parker,NWC Twenty Mile Rd & Dransfeldt Rd,11150 S Twenty Mile Rd,Parker,CO,80134-4952,39.5135563,-104.772287,Douglas County
Norman,NEC I-35 & Robinson St,1400 24th Ave NW,Norman,OK,73069-6385,35.2357085,-97.4831204,Cleveland County
Colorado Springs NE,NEC Powers Blvd & Union Blvd,9670 Prominent Pt,Colorado Springs,CO,80924-5000,38.9734835,-104.7460767,El Paso County
KC Speedway,SEC Parallel Pkwy & 110th St,10900 Stadium Pkwy,Kansas City,KS,66111-8100,39.1276709,-94.8313388,Wyandotte County
Medina,NWC Hwy 55 & Hwy 101,300 Clydesdale Trl,Medina,MN,55340-4538,45.0455686,-93.5295994,Hennepin County
McAllen Northwest,NEC Nolana Ave & N Ware Rd,3600 Nolana Ave,McAllen,TX,78504-4594,26.2447959,-98.2536995,Hidalgo County
Edgewater,SWC Sheridan Blvd & 20th St,1985 Sheridan Blvd,Edgewater,CO,80214-1325,39.7463006,-105.0560834,Jefferson County
Cleveland West,NWC I-90 & 117th St,3100 W 117th St,Cleveland,OH,44111-1747,41.4684461,-81.7717937,Cuyahoga County
Peoria Far North,SWC Happy Valley Rd & Lake Pleasant Rd,24890 N Lake Pleasant Pkwy,Peoria,AZ,85383-1348,33.7092225,-112.2759454,Maricopa County
Cleveland South,NEC I-71 & Jennings Frwy,3535 Steelyard Dr,Cleveland,OH,44109-2387,41.4581142,-81.6891417,Cuyahoga County
St Paul Midway,SEC University & Hamline,1300 University Ave W,Saint Paul,MN,55104-4103,44.9529058,-93.1556473,Ramsey County
Livonia,SWC Plymouth Rd & Middlebelt Rd,29451 Plymouth Rd,Livonia,MI,48150-2112,42.3664381,-83.3341605,Wayne County
Wheeling,SWC I-70 & Cabela Dr,300 Cabela Dr,Triadelphia,WV,26059-1023,40.0564764,-80.5987029,Ohio County
Natl Cty Pl Bonita,SEC I-805,3060 Plaza Bonita Rd,National City,CA,91950-8004,32.6537645,-117.0654716,San Diego County
Jacksonville West,NWC Argyle Forest Blvd & Old Middleburg,9525 Crosshill Blvd,Jacksonville,FL,32222-5812,30.1994099,-81.825111,Duval County
Rowlett,NWC State Hwy 66 & Liberty Grove,4701 Lakeview Pkwy,Rowlett,TX,75088-4037,32.9088223,-96.5586618,Dallas County
Brandon South,NEC US Hwy 301 & Bloomingdale Ave,10150 Bloomingdale Ave,Riverview,FL,33578-3612,27.8957617,-82.3334822,Hillsborough County
Deer Valley,SWC Bell Rd & N 7th St,16806 N 7th St,Phoenix,AZ,85022-2662,33.6380135,-112.0691916,Maricopa County
Mission,NEC US Hwy 83 & Sharyland Rd,2427 E Expressway 83,Mission,TX,78572-8354,26.1976885,-98.2830312,Hidalgo County
San Jose East,NWC Silver Creek & Capitol Expy,3155 Silver Creek Rd,San Jose,CA,95121-1730,37.3072785,-121.8133138,Santa Clara County
Stone Oak,NEC Hwy 281 & Stone Oak Pkwy,22832 US Highway 281 N,San Antonio,TX,78258-7430,29.653743,-98.4448903,Bexar County
Nashville West,NEC I-40 & US Hwy 70,6814 Charlotte Pike,Nashville,TN,37209-4206,36.1346498,-86.8921437,Davidson County
Chambersburg,NWC Walker Rd & Norland Ave,913 Norland Ave,Chambersburg,PA,17201-4213,39.9428909,-77.6318669,Franklin County
Grand Prairie S,SEC State Hwy 360 & Camp Wisdom Rd,5270 S State Highway 360,Grand Prairie,TX,75052-8307,32.6416701,-97.0603321,Tarrant County
Charlotte Midtown,NEC S Kings Dr & Independence Blvd,900 Metropolitan Ave,Charlotte,NC,28204-3262,35.2148476,-80.8344229,Mecklenburg County
Ontario,SWC 4th St & Milliken Ave,4200 E 4th St,Ontario,CA,91764-5250,34.0756168,-117.561722,San Bernardino County
Richland Twp,NWC Rt 309 & W Pumping Station Rd,610 N West End Blvd,Quakertown,PA,18951-4100,40.4586767,-75.373255,Bucks County
Riverdale,NEC Rte 23 & Cotluss Rd,94 State Rt 23,Riverdale,NJ,07457-1208,40.9901228,-74.3249734,Morris County
Port St Lucie,NWC I-95 & SW Tradition Blvd,10720 SW Village Pkwy,Port Saint Lucie,FL,34987-2188,27.2699573,-80.4261704,St Lucie County
Ansonia,SWC W Main St & Bridge St,20 W Main St,Ansonia,CT,06401-1812,41.3407845,-73.0796257,New Haven County
Culpeper,SEC Bus. 15/29 & Mantanus Dr,15341 Montanus Dr,Culpeper,VA,22701-2523,38.486648,-77.9699086,Culpeper County
Pleasant Prairie,SEC State Hwy 50 & 104th Ave,9777 76th St,Pleasant Prairie,WI,53158-1990,42.563825,-87.927846,Kenosha County
Morgan Hill,NEC US Hwy 101 & Cochrane Rd,1061 Cochrane Rd,Morgan Hill,CA,95037-9305,37.1575104,-121.6545314,Santa Clara County
Watertown,SWC I-81 & Rt 3,21800 Towne Center Dr,Watertown,NY,13601-5898,43.9696833,-75.962238,Jefferson County
Sterling Heights W,SEC 16 Mile Rd & Dequindre Rd,2310 Metropolitan Pkwy,Sterling Heights,MI,48310-4209,42.5615128,-83.0846911,Macomb County
Washington,SWC Hwy 100 & S Point Rd,1851 Vernaci Dr,Washington,MO,63090-6174,38.5366228,-90.9838246,Franklin County
South Brunswick,SEC Rt 1 & Stouts Lane,4196 US Highway 1,Monmouth Junction,NJ,08852-1904,40.3737333,-74.5618707,Middlesex County
Stoughton,SWC Rte 24 & Rte 139,1 Hawes Way,Stoughton,MA,02072-1162,42.1521308,-71.0727325,Norfolk County
Columbia Heights,NWC Irving St NW & 14th St NW,3100 14th St NW,Washington,DC,20010-2444,38.9295706,-77.0331958,
Apple Valley North,SEC Hwy 18 & Thunderbird Rd,20288 US Highway 18,Apple Valley,CA,92307-2937,34.5279803,-117.2171432,San Bernardino County
Sheridan,SWC US Hwy 285 & S Santa Fe Dr,3650 Riverpoint Pkwy,Sheridan,CO,80110-3312,39.6504695,-105.0059108,Arapahoe County
Richland Twp North,NWC Rte 8 & Grandview Crossing Dr,550 Grandview Crossing Dr,Gibsonia,PA,15044-7105,40.6418282,-79.9418423,Allegheny County
Matteson,SEC Cicero Ave & Lincoln Mall Dr,4647 Promenade Way,Matteson,IL,60443-2981,41.4995811,-87.7302262,Cook County
Winter Garden,NWC SR 429 & Hwy 535,3343 Daniels Rd,Winter Garden,FL,34787,28.5205617,-81.5851465,Orange County
Coral Springs NW,SWC Westview Dr & University Dr,9600 Westview Dr,Coral Springs,FL,33076-2514,26.2966283,-80.2525544,Broward County
Fairview Park,SEC Center Ridge Rd & W 210th St,20900 Westgate Mall,Fairview Park,OH,44126-1320,41.4580809,-81.8506001,Cuyahoga County
Easton,NWC Rte 123 & Rte 106,41 Robert Dr,South Easton,MA,02375-1352,42.0278054,-71.1436681,Bristol County
West Sacramento,SEC Jefferson Blvd & Lk Washington Blvd,2005 Town Center Plz,West Sacramento,CA,95691-4957,38.549322,-121.5364082,Yolo County
Titusville,SEC Columbia Blvd & Windover Way,3055 Columbia Blvd,Titusville,FL,32780-7865,28.5514209,-80.8419603,Brevard County
El Dorado Hills,SEC Hwy 50 & Latrobe Rd,4400 Town Center Blvd,El Dorado Hills,CA,95762-7130,38.6499349,-121.0620978,El Dorado County
Annapolis,NWC Rte 2 & Forest Blvd,1911 Towne Centre Blvd,Annapolis,MD,21401-3020,38.9803461,-76.5412711,Anne Arundel County
Sterling West,NWC State Hwy 28 & Waxpool Rd,45130 Columbia Pl,Sterling,VA,20166-2500,39.0093176,-77.4388459,Loudoun County
Bossier City,NEC I-220 & Airline Dr,2735 Beene Blvd,Bossier City,LA,71111-5491,32.5584406,-93.7064132,Bossier Parish
Prattville,SEC Hwy 82 & Cobbs Ford Rd,2754 Legends Pkwy,Prattville,AL,36066-7748,32.4570247,-86.3959268,Elmore County
Compton-Rancho Dom,NWC Alameda St & Artesia Blvd,1621 S Alameda St,Compton,CA,90220-4973,33.8800578,-118.219564,Los Angeles County
Alabaster,SEC I-65 & US Hwy 31,250 S Colonial Dr,Alabaster,AL,35007-4657,33.2241523,-86.8041789,Shelby County
Lexington,SEC Rte 378 & Hope Ferry Rd,5119 Sunset Blvd,Lexington,SC,29072-9155,34.0061129,-81.1939259,Lexington County
Temple,NWC I-35 & Loop 363,3550 S General Bruce Dr,Temple,TX,76504-5133,31.0922485,-97.385597,Bell County
Pace,SEC US 90 & Watkins Rd,4727 Highway 90,Pace,FL,32571-1403,30.600576,-87.126492,Santa Rosa County
Hawthorne,SWC 120th St & Van Ness Ave,2700 W 120th St,Hawthorne,CA,90250-3388,33.9219387,-118.3213864,Los Angeles County
San Jose Central,NWC Monterey Hwy & Curtner Ave,2161 Monterey Hwy,San Jose,CA,95125-1057,37.3046553,-121.8657844,Santa Clara County
Longview,NEC Hawkins Pkwy & US Hwy 259,3092 N Eastman Rd,Longview,TX,75605-5093,32.5479225,-94.7245742,Gregg County
Fort Smith,NWC I-540 & Phoenix Ave,4001 Phoenix Ave,Fort Smith,AR,72903-6099,35.3415101,-94.3876477,Sebastian County
Methuen,SEC Rte 113 & Prospect St,67 Pleasant Valley St,Methuen,MA,01844-7202,42.7402611,-71.1606001,Essex County
Austin Southpark,SWC Slaughter Ln & I-35,9500 S IH 35,Austin,TX,78748-1753,30.1610561,-97.7920239,Travis County
Tampa West,NWC W Hillsborough Ave & Pistol Range Rd,11627 W Hillsborough Ave,Tampa,FL,33635-9736,28.016204,-82.6127331,Hillsborough County
Renton,West of I-405 at Park Ave,1215 N Landing Way,Renton,WA,98057-5521,47.496185,-122.1999491,King County
Wareham,SWC I-195 & Rte 28,2421 Cranberry Hwy,Wareham,MA,02571-5022,41.775884,-70.7454188,Plymouth County
Romeoville,NEC Weber Rd & Airport Rd,349 S Weber Rd,Romeoville,IL,60446-5061,41.6122611,-88.1207069,Will County
Waynesboro,SEC I-64 & US 340,811 Town Center Dr,Waynesboro,VA,22980-9262,38.0561641,-78.9418253,
Cicero,SWC US Rte 11 & Stevens Dr,8061 Brewerton Rd,Cicero,NY,13039-8061,43.1614687,-76.1233206,Onondaga County
Williamsburg East,SEC I-64 & State Hwy 199,200 Marquis Pkwy,Williamsburg,VA,23185-5371,37.2586989,-76.6417623,York County
Front Royal,NWC I-66 & Winchester Rd,10 Crooked Run Plaza,Front Royal,VA,22630-7004,38.9632515,-78.1931076,Warren County
Richfield,NWC Cedar Ave & 65th St,6445 Richfield Pkwy,Richfield,MN,55423-6400,44.8856744,-93.2483238,Hennepin County
Brunswick,NEC Altama Ave & Golden Isles Pkwy,200 Glynn Isle,Brunswick,GA,31525-2929,31.2012258,-81.4798311,Glynn County
Muhlenberg Township,NWC SR 222 & S Temple Blvd,4220 N 5th Street Hwy,Temple,PA,19560-1738,40.3977885,-75.9294718,Berks County
Lincoln SW,NWC Yankee Hill Rd & S 40th St,8201 S 40th St,Lincoln,NE,68516-3005,40.7280772,-96.6659968,Lancaster County
Westminster NW,NEC I-405 & Bolsa Ave,200 Westminster Mall,Westminster,CA,92683-4984,33.7462486,-118.0123521,Orange County
Torrington,SWC US 202 & Torringford East Rd,1922 E Main St,Torrington,CT,06790-3101,41.8183617,-73.0755392,Litchfield County
Marina,SEC Hwy 1 & Imjin Pkwy,133 General Stilwell Dr,Marina,CA,93933-6242,36.6677223,-121.8104796,Monterey County
Glendale,NWC Colorado St & Central Blvd,2195 Glendale Galleria,Glendale,CA,91210-2101,34.1437646,-118.2583141,Los Angeles County
Bristol,SEC Lee Hwy & Clear Creek Rd,16600 Highlands Center Blvd,Bristol,VA,24202-4301,36.6361052,-82.1099501,Washington County
Moreno Valley East,SEC Hwy 60 & Nason St,27100 Eucalyptus Ave,Moreno Valley,CA,92555-4522,33.9379986,-117.1895911,Riverside County
Easton,NWC Hwy 322 & Hwy 33,28539 Marlboro Ave,Easton,MD,21601-2752,38.7817431,-76.0871066,Talbot County
Springfield West,NWC Baltimore Pike & Rt 320/Sproul Rd,1200 Baltimore Pike,Springfield,PA,19064-2701,39.915228,-75.350082,Delaware County
Edina,SWC 70th St & York Ave S,7000 York Ave S,Edina,MN,55435-4213,44.8753832,-93.3242361,Hennepin County
Richland,North of US 12/182 at Queensgate Dr & Kennedy Rd,2941 Queensgate Dr,Richland,WA,99352-9101,46.2591502,-119.3132236,Benton County
Augusta,SEC I-95 & US Hwy 202,119 Crossing Way,Augusta,ME,04330-6184,44.3120598,-69.8056263,Kennebec County
Cape Coral North,SEC Pine Island Rd & Pondella Rd,1890 NE Pine Island Rd,Cape Coral,FL,33909-1733,26.6690114,-81.9327467,Lee County
Coconut Point,NEC US 41 & Coconut Rd,8040 Mediterranean Dr,Estero,FL,33928-8304,26.4066905,-81.8059054,Lee County
Signal Hill,NEC I-405 & Atlantic Ave,950 E 33rd St,Signal Hill,CA,90755-5114,33.8164069,-118.1814936,Los Angeles County
League City,SEC I-45 & FM 646,1801 Gulf Fwy,Dickinson,TX,77539-3207,29.4661002,-95.0845174,Galveston County
Rochester South,NEC Hwy 63 & 48th St SE,4611 Maine Ave SE,Rochester,MN,55904-6929,43.954198,-92.4655682,Olmsted County
Mentor,NEC Mentor Ave & Heisley Rd,9669 Mentor Ave,Mentor,OH,44060-4528,41.6862496,-81.2939736,Lake County
Manassas West,NWC State Hwy 28 & Hornbaker Road,9900 Sowder Village Sq,Manassas,VA,20109-5464,38.7392838,-77.5348982,Prince William County
Camillus,SEC W Genesee St & Onondaga Rd N,3657 W Genesee St,Syracuse,NY,13219-2003,43.0465461,-76.2366994,Onondaga County
Haverhill,NWC I-495 & Rte 97,35 Computer Dr,Haverhill,MA,01832-1236,42.7879382,-71.1151169,Essex County
Omaha Far NW,SWC W Maple Rd & 168th St,16959 Evans Plaza,Omaha,NE,68116-2388,41.2891123,-96.1798822,Douglas County
Norton Shores,SEC US 31 & Ellis Rd,5057 Harvey St,Muskegon,MI,49444-9795,43.1607667,-86.209244,Muskegon County
Carson,NEC Sepulveda Blvd & I-110,651 W Sepulveda Blvd,Carson,CA,90745-6314,33.809836,-118.2861089,Los Angeles County
Granada Hills,NWC Balboa Blvd & SanFernandoMissionBlvd,11133 Balboa Blvd,Granada Hills,CA,91344-4204,34.2729148,-118.5036286,Los Angeles County
Belleville,NEC Hwy 15 & Frank Scott Pkwy West,5601 Belleville Crossing St,Belleville,IL,62226-3104,38.5261681,-90.0318936,St Clair County
Savannah East,SEC Harry S. Truman Pkwy & Victory Dr,1907 E Victory Dr,Savannah,GA,31404-3714,32.0406567,-81.0687778,Chatham County
Kingsport,NEC US 11 W & John B. Dennis Hwy,2626 E Stone Dr,Kingsport,TN,37660-5848,36.5522376,-82.4934418,Sullivan County
Sandy Springs Prado,SWC Roswell Rd & I-285,5570 Roswell Rd,Sandy Springs,GA,30342-1102,33.9060429,-84.3786634,Fulton County
Dallas South,NEC I-20 & Wheatland Rd,39739 LBJ Fwy,Dallas,TX,75237-3560,32.6500892,-96.8623521,Dallas County
McKinney,NWC US 75 & US 380,2025 N Central Expy,Mckinney,TX,75070-2911,33.220328,-96.63837,Collin County
Richmond Near NW,NEC Staples Mill Rd & E Parham Rd,9001 Staples Mill Rd,Henrico,VA,23228-2022,37.6396344,-77.5112466,Henrico County
Frisco North,SWC Eldorado Pkwy & North Dallas Tollway,4885 Eldorado Pkwy,Frisco,TX,75033-8662,33.1730499,-96.8445532,Denton County
Burnsville,NWC CR 42 & Aldrich Ave S,810 County Road 42 W,Burnsville,MN,55337-4426,44.7489874,-93.2886609,Dakota County
Glendale,SWC W Peoria & N 43rd Ave,10404 N 43rd Ave,Glendale,AZ,85302-2019,33.5802961,-112.153441,Maricopa County
Cedar Park,NEC US 183 & FM 1431,1101 C-Bar Ranch Trl Lot #2,Cedar Park,TX,78613,30.5285267,-97.8129747,Williamson County
Montrose,NWC US 550 & Otter Rd,3530 Wolverine Dr,Montrose,CO,81401-4952,38.443457,-107.8689023,Montrose County
CHI Morgan Park,NWC I-57 & 119th St,11840 S Marshfield Ave,Chicago,IL,60643-4902,41.678922,-87.6651202,Cook County
Wentzville,NWC I-70 & Wentzville Pkwy,1883 Wentzville Pkwy,Wentzville,MO,63385-3896,38.8195894,-90.8810354,St Charles County
Green,NWC Arlington Rd & Moore Rd,762 Arlington Rdg,Akron,OH,44312-5269,40.9840599,-81.4958752,Summit County
Lathrop,SWC I-5 & River Islands Pkwy,16858 Golden Valley Pkwy,Lathrop,CA,95330-8535,37.8082952,-121.2985672,San Joaquin County
Lake Geneva,NWC State Hwy 50 & US Hwy 12,660 N Edwards Blvd,Lake Geneva,WI,53147-4595,42.5985335,-88.4160348,Walworth County
Tulare,SWC Mooney Blvd & Prosperity Ave,2195 E Prosperity Ave,Tulare,CA,93274-7754,36.2239708,-119.3141785,Tulare County
Palmdale East,SWC Palmdale Blvd & 47th St/Hwy 138,38019 47Th St E,Palmdale,CA,93552-3103,34.5738484,-118.0485603,Los Angeles County
Amherst,NWC SR 2 & Oak Point Rd,8000 Oak Point Rd,Amherst,OH,44001-9654,41.4131789,-82.2424136,Lorain County
Phoenix Spectrum,SEC Bethany Home Rd & 19th Ave,5715 N 19th Ave,Phoenix,AZ,85015-2433,33.5209647,-112.0974082,Maricopa County
Fultondale,SEC I-65 & Walker Chapel Rd,3489 Lowery Pkwy,Fultondale,AL,35068-1677,33.6059722,-86.8055667,Jefferson County
Westwood Village,SEC FM 1488 & FM 2978,32858 FM 2978 Rd,Magnolia,TX,77354-6073,30.2192973,-95.5680647,Montgomery County
Tulsa Hills,SEC US Hwy 75 & E 71st St,7437 S Olympia Ave W,Tulsa,OK,74132-1838,36.0424877,-96.0051582,Tulsa County
Columbus Far SW,NEC Hilliard Rome Rd & Renner Rd,1970 Hilliard Rome Rd,Hilliard,OH,43026-7566,39.9908412,-83.1491341,Franklin County
Los Banos,NEC Prairie Springs Dr,1405 W Pacheco Blvd,Los Banos,CA,93635-8506,37.0540695,-120.8760117,Merced County
Smyrna,NEC I-24 & Sam Ridley Pkwy,803 Industrial Blvd,Smyrna,TN,37167-6865,35.9797497,-86.5713732,Rutherford County
Trumbull West,SWC Merritt Pkwy & Main St,5065 Main St,Trumbull,CT,06611-4204,41.2293532,-73.226474,Fairfield County
Spring Hill,NEC US Hwy 31 & State Hwy 396,1033 Crossings Blvd,Spring Hill,TN,37174-2755,35.7415574,-86.9373964,Maury County
Fort Myers SW,NWC San Carlos Blvd & Kelly Rd,15880 San Carlos Blvd,Ft Myers,FL,33908-3378,26.5097001,-81.9451144,Lee County
Palm Coast,NEC SR 100 & Belle Terre Pkwy,5100 E Highway 100,Palm Coast,FL,32164-2365,29.4776831,-81.2188571,Flagler County
Queen Creek,NWC Ocotillo Rd & S Ellsworth Rd,21398 S Ellsworth Loop Rd,Queen Creek,AZ,85142-5379,33.2539638,-111.6416712,Maricopa County
NE Polk County,SEC I-4 & US Hwy 27,5000 Grandview Pkwy,Davenport,FL,33837-2300,28.2334183,-81.6442867,Polk County
Cleveland,NWC I-75 & Paul Huff Parkway,4570 Frontage Rd NW,Cleveland,TN,37312-2905,35.216779,-84.8656639,Bradley County
Bullhead City,NWC Route 95 & Richardo Ave,3699 Hwy 95,Bullhead City,AZ,86442-9119,35.0528951,-114.5918339,Mohave County
Fort Myers North,NEC I-75 & Colonial Blvd,9350 Dynasty Dr,Ft Myers,FL,33905-5574,26.6154919,-81.8017638,Lee County
Orlando SW,SEC SR 429 & US Hwy 192,3200 Rolling Oaks Blvd,Kissimmee,FL,34747-3052,28.3436575,-81.6138249,Osceola County
Chicago Wilson Yard,NWC N Broadway St & W Montrose Ave,4466 N Broadway St,Chicago,IL,60640-5660,41.9626251,-87.6564226,Cook County
Harker Heights,NEC FM 2410 & US Hwy 190,201 E Central Texas Expy,Harker Heights,TX,76548-2747,31.0737433,-97.6649639,Bell County
Bessemer,NEC I-459 & Eastern Valley Rd,4889 Promenade Pkwy,Bessemer,AL,35022-7305,33.3344816,-86.9896588,Jefferson County
Orlando - Sodo,SWC Orange Ave & Grant St,120 W Grant St,Orlando,FL,32806-3932,28.515619,-81.380099,Orange County
Lafayette N,SWC I-10 & Louisiana Ave,3225 Louisiana Ave,Lafayette,LA,70501-1406,30.2657,-91.9963241,Lafayette Parish
Yorkville,NWC Rte 34 & Cannonball Trl,1652 N Beecher Rd,Yorkville,IL,60560-5602,41.6624718,-88.4653583,Kendall County
Winchester North,NEC I-81 & US Hwy 11,191 Market St,Winchester,VA,22603-4750,39.2220061,-78.1361068,Frederick County
Harlem,NWC FDR Dr & E 116th St,517 E 117th Street,New York,NY,10035-4410,40.7953912,-73.9311399,New York County
Paramus,SWC Hwy 4 & Forest Ave,900 Bergen Town Ctr,Paramus,NJ,07652-5005,40.9152725,-74.0600729,Bergen County
Batavia,SWC Veterans Memorial Dr & Park Rd,4300 Veterans Memorial Dr,Batavia,NY,14020-1258,43.0153795,-78.2017136,Genesee County
Omaha Far SW,NWC US Hwy 275 & S 120th St,12500 K Plaza,Omaha,NE,68137-2207,41.2147615,-96.1083512,Douglas County
Mantua,NEC Hwy 55 & Woodbury Glassboro Rd,675 Woodbury Glassboro Rd,Sewell,NJ,08080-3733,39.7648152,-75.1314072,Gloucester County
Harmar,NEC Freeport Rd & Rt 910,2661 Freeport Rd,Pittsburgh,PA,15238-1441,40.5383771,-79.8365441,Allegheny County
Atwater,SEC SR 99 & Applegate Rd,1000 Commerce Ave,Atwater,CA,95301-5213,37.3402865,-120.6092807,Merced County
Flowery Branch,NEC I-985 & Sprout Springs Rd,5865 Spout Springs Rd,Flowery Branch,GA,30542-3448,34.1807576,-83.9106323,Hall County
Franklin,SEC US Hwy 45 & W Drexel Ave,7800 S Lovers Lane Rd,Franklin,WI,53132-2290,42.9032991,-88.0376869,Milwaukee County
Atascocita,NWC FM 1960 & W Lake Houston Pkwy,6931 FM 1960 Rd E,Humble,TX,77346-2705,29.9982832,-95.1689595,Harris County
Apple Valley South,NEC 160th St & Pilot Knob Rd,15560 Pilot Knob Rd,Apple Valley,MN,55124-7286,44.7237094,-93.1750744,Dakota County
Indy Glendale,SEC N Keystone Ave & E 62nd St,6101 N Keystone Ave,Indianapolis,IN,46220-2488,39.8657901,-86.1194334,Marion County
Stafford Township,SWC Garden State Pkwy & Rte 72,209 Stafford Park Blvd,Manahawkin,NJ,08050-2734,39.7103701,-74.2840119,Ocean County
Baltimore West,SWC State Hwy 26 & State Hwy 140,3201 Tioga Pkwy,Baltimore,MD,21215-7987,39.3171707,-76.6564474,
Brandywine,NEC US Rte 301 & Matapeake Business Dr,15922 Crain Hwy SE,Brandywine,MD,20613-8000,38.6724958,-76.8725929,Prince George's County
Wesley Chapel,SEC Hwy 84 & Waxhaw-Indian Trail Rd,6350 Weddington Rd,Wesley Chapel,NC,28104-7925,34.9994922,-80.6964308,Union County
Virginia Beach SE,SEC Elson Green Ave & Princess Anne Rd,2233 Upton Dr,Virginia Beach,VA,23454-1186,36.7553953,-76.0103117,
La Habra,SEC Imperial Hwy & Idaho St,1000 W Imperial Hwy,La Habra,CA,90631-6901,33.9156743,-117.9572777,Orange County
Ventura West,NWC E Main St & S Mills Rd,245 S Mills Rd,Ventura,CA,93003-3435,34.2699821,-119.2490444,Ventura County
Hanover Township,SWC US Hwy 22 & Airport Rd,912 Airport Center Dr,Allentown,PA,18109-9385,40.6385678,-75.4401988,Lehigh County
Goodyear West,NEC Yuma Rd & Cotton Ln,995 S Cotton Ln,Goodyear,AZ,85338-4604,33.4484216,-112.4267883,Maricopa County
Fort Collins East,NWC Harmony & Ziegler,2936 Council Tree Ave,Fort Collins,CO,80525-6300,40.5276008,-105.0227318,Larimer County
Henderson South,NWC State Hwy 146 & Water St,350 W Lake Mead Pkwy,Henderson,NV,89015-7088,36.0388701,-114.9947951,Clark County
Woodbury East,SWC Woodbury Dr & Commerce Dr,449 Commerce Dr,Woodbury,MN,55125-4872,44.9398622,-92.909484,Washington County
Danville,SWC US Hwy 29 & Coleman St,155 Holt Garrison Pkwy,Danville,VA,24540-5947,36.6021825,-79.4197043,
Woodland,SEC I-5 & Road 102,2185 Bronze Star Dr,Woodland,CA,95776-5406,38.6726764,-121.7251599,Yolo County
Austin Arboretum,SEC US 183 & Great Hills Trl,10107 Research Blvd,Austin,TX,78759-5803,30.3927847,-97.7439653,Travis County
Fairview Heights,NWC Hwy 159 & Frank Scott Pkwy,4701 N Illinois St,Fairview Heights,IL,62208-3416,38.5725461,-89.9874069,St Clair County
Canton South,NEC US 12 & Beck Rd,47330 Michigan Ave,Canton,MI,48188-2310,42.2701386,-83.5036766,Wayne County
Phila-Cottman,NWC Bustleton Ave & Bleigh Ave,7400 Bustleton Ave,Philadelphia,PA,19152-4312,40.0511897,-75.0594911,Philadelphia County
Houston Far West,SWC Eldridge Rd & Westheimer Ave,2700 Eldridge Pkwy,Houston,TX,77082-6870,29.7327617,-95.6273405,Harris County
Porterville,SWC Henderson Ave & Prospect St,1363 W Henderson Ave,Porterville,CA,93257-1456,36.078313,-119.047286,Tulare County
Anaheim,SWC Lincoln Ave & Euclid St,101 S Euclid St,Anaheim,CA,92802-1011,33.8311946,-117.9430851,Orange County
Broken Arrow,NEC State Hwy 51 & N 9th St,1150 E Hillside Dr,Broken Arrow,OK,74012-2385,36.066935,-95.776525,Tulsa County
Kansas City NW,NEC I-29 & Rte 152,9040 N Skyview Ave,Kansas City,MO,64154-8501,39.2573007,-94.6552367,Platte County
Long Beach NW,NEC State Hwy 91 & Cherry Ave,6750 Cherry Ave,Long Beach,CA,90805-1717,33.8770224,-118.166142,Los Angeles County
Ridgmar,NEC Hwy 183 & Green Oaks Rd,751 Alta Mere Dr,Fort Worth,TX,76116-1526,32.7484164,-97.4319719,Tarrant County
San Antonio Culebra,SWC Loop 1604 & Culebra Rd,5355 W Loop 1604 N,San Antonio,TX,78253-5300,29.4930732,-98.7097702,Bexar County
West Palm Beach,SWC Palm Beach Lakes Blvd & N Congress Ave,1760 Palm Beach Lakes Blvd,West Palm Beach,FL,33401-2008,26.7222285,-80.0855756,Palm Beach County
Bryan,SEC Hwy 6 Bypass & Briarcrest Dr,3061 Wildflower Dr,Bryan,TX,77802-3060,30.6653967,-96.3218965,Brazos County
New Braunfels,NEC I-35 & FM 483,135 Creekside Way,New Braunfels,TX,78130-6248,29.7313838,-98.0735993,Comal County
